0,1
2,1
3,1
2,1
4,5
4,5
6,5
4,5
4,5
4,5
4,5
7,8
0,9
10,7
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
7,8
11,12
13,4
13,4
2,14
2,14
11,12
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
0,9
13,4
8,15
8,15
11,12
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
11,12
7,8
2,14
3,1
0,1
0,1
13,4
16,17
18,5
4,5
4,5
7,8
7,8
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
13,4
7,8
13,4
2,14
19,20
7,10
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
0,9
21,14
21,14
2,14
21,14
8,15
8,15
22,22
13,4
13,4
13,4
11,12
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
7,8
0,9
23,1
2,1
0,1
0,1
24,1
21,1
23,1
0,1
2,1
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
7,8
7,8
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
0,9
0,9
0,9
7,8
8,15
13,4
13,4
13,4
10,7
11,12
11,12
11,12
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
7,8
7,8
7,8
25,26
11,12
27,14
7,8
2,14
0,9
0,1
23,1
0,1
0,1
0,1
21,1
21,1
2,1
13,4
4,5
4,5
4,5
4,5
4,5
0,9
28,28
29,30
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
7,8
7,8
7,8
31,31
7,10
23,32
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
2,14
2,14
7,8
33,34
13,4
10,7
13,4
11,12
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
35,36
4,5
7,8
7,8
7,8
2,1
0,1
0,1
2,1
13,4
37,5
4,5
13,4
38,38
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
39,5
4,5
4,5
4,5
4,5
4,5
4,5
7,8
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
2,14
7,8
40,40
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
41,42
11,12
7,8
0,9
0,9
0,1
0,1
4,5
4,5
43,44
13,4
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
7,8
7,8
7,8
2,14
7,8
45,32
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
7,8
7,8
8,15
8,15
46,46
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
11,12
7,8
47,14
7,8
0,9
3,9
0,1
0,1
23,1
0,1
13,4
13,4
13,4
23,32
23,32
4,5
4,5
4,5
4,5
48,49
10,7
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
0,9
7,8
8,15
40,40
13,4
13,4
13,4
13,4
13,4
10,7
10,7
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
7,8
25,26
11,12
50,34
2,1
0,1
51,1
13,4
4,5
4,5
4,5
4,5
13,4
0,9
52,53
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
13,4
7,8
7,8
13,4
54,55
11,12
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
19,20
7,8
8,15
13,4
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
21,14
11,12
56,56
0,1
0,1
0,1
23,1
4,5
57,57
0,9
0,9
4,5
4,5
4,5
4,5
4,5
4,5
4,5
7,8
2,14
2,14
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
13,4
8,15
8,15
8,15
13,4
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
11,12
0,9
21,1
0,1
0,1
21,1
0,1
13,4
4,5
4,5
4,5
0,9
4,5
4,5
4,5
4,5
4,5
4,5
4,5
7,8
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
0,9
0,9
8,15
8,15
58,58
13,4
13,4
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
7,8
11,12
7,8
3,1
59,1
30,29
4,5
4,5
4,5
4,5
4,5
7,10
7,10
7,10
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
23,32
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
0,9
0,9
8,15
7,10
11,12
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
11,12
7,8
11,12
11,12
7,8
2,14
2,14
2,14
0,9
23,32
3,9
2,1
60,1
4,5
4,5
4,5
61,5
4,5
4,5
4,5
7,8
7,10
7,10
10,7
4,5
4,5
4,5
4,5
4,5
62,48
63,64
7,8
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
0,9
0,9
8,15
8,15
65,65
66,32
13,4
13,4
10,7
13,4
13,4
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
7,8
11,12
11,12
0,1
23,1
23,1
23,1
67,1
13,4
